IdCliente,IdCiudad,Nombre,Apellido,FechaNacimiento,EstadoCivil,Genero,Email,IngresoAnual,TotalHijos,Educacion,Ocupacion,Propietario,CantAutomoviles,Direccion,Telefono,FechaPrimeraCompra,Distancia,Region,Edad,ComproBicicleta
19927,270,Ruben,Fernandez,26/07/1954,C,M,ruben17@mineriadedatos.com.ar,170000,5,'Educación secundaria',Profesional,1,4,'989 Caravelle Ct','500 555-0166',30/01/2008,'0-1 Km.',Centro,58,0
19103,21,Johnathan,Raman,26/07/1970,C,M,johnathan14@mineriadedatos.com.ar,150000,0,'Educación secundaria (en curso)',Profesional,0,4,'4418 Lisa Lee Lane','500 555-0157',04/09/2007,'10+ Km.',Sur,42,0
16581,222,Kenneth,Becker,23/07/1954,S,M,kenneth17@mineriadedatos.com.ar,100000,3,'Educación secundaria',Profesional,1,3,'27  place de Brazaville','500 555-0110',27/04/2008,'10+ Km.',Centro,58,0
12357,29,Susan,Lu,07/04/1971,S,F,susan21@mineriadedatos.com.ar,100000,0,'Educación secundaria',Gestión,1,3,'4519 Sequoia Drive','500 555-0148',01/05/2008,'10+ Km.',Sur,42,0
26240,632,Katelyn,Evans,19/06/1974,S,F,katelyn22@mineriadedatos.com.ar,50000,0,'Estudios de postgrado','Obrero especializado',0,0,'6119 Grasswood Circle',183-555-0169,29/10/2007,'0-1 Km.',Norte,38,0
23919,189,Jordan,Parker,16/07/1932,C,F,jordan36@mineriadedatos.com.ar,10000,4,'Educación secundaria',Obrero,1,2,'1001bis  boulevard Saint Germain','500 555-0160',02/01/2008,'0-1 Km.',Centro,80,0
17105,267,Madison,Walker,26/11/1971,S,F,madison23@mineriadedatos.com.ar,10000,0,'Educación secundaria (en curso)',Obrero,0,2,'1095 Collins Drive','500 555-0115',13/08/2007,'1-2 Km.',Centro,41,0
18451,38,Dale,Pal,08/05/1948,C,M,dale9@mineriadedatos.com.ar,20000,2,'Educación secundaria (en curso)',Administrativo,1,2,'5785 Ygnacio Valley Road','500 555-0118',24/05/2008,'5-10 Km.',Sur,65,0
16957,642,Seth,Wilson,20/11/1969,C,M,seth7@mineriadedatos.com.ar,60000,1,'Estudios de postgrado',Profesional,1,0,'9563 Lani Kai Drive',619-555-0115,23/06/2008,'0-1 Km.',Norte,43,0
19066,238,Dylan,Sharma,23/01/1952,C,M,dylan29@mineriadedatos.com.ar,130000,4,'Estudios universitarios (en curso)',Profesional,0,3,'5332 Beauty St','500 555-0164',03/04/2008,'10+ Km.',Centro,61,0
15159,648,Eric,Washington,15/08/1941,C,M,eric21@mineriadedatos.com.ar,100000,2,'Estudios de postgrado',Gestión,1,3,'1345 La Luz',874-555-0150,20/05/2008,'1-2 Km.',Norte,71,0
18872,611,Miguel,Severino,21/06/1938,C,M,miguel71@mineriadedatos.com.ar,60000,3,'Estudios de postgrado',Gestión,1,2,'4421 Holiday Hill Dr.',276-555-0184,22/04/2008,'10+ Km.',Norte,74,0
16165,8,Jenny,Liu,03/02/1967,C,F,jenny6@mineriadedatos.com.ar,70000,5,Licenciatura,Profesional,1,3,'8225 Northridge Road','500 555-0166',10/01/2008,'10+ Km.',Sur,46,0
16599,257,Ramón,Cai,17/05/1950,C,M,ramón19@mineriadedatos.com.ar,150000,4,Licenciatura,Gestión,1,3,'7922 Rancho View Drive','500 555-0160',20/12/2007,'10+ Km.',Centro,63,0
19010,311,Naomi,Ortega,08/06/1950,C,F,naomi21@mineriadedatos.com.ar,60000,2,'Estudios universitarios (en curso)',Profesional,1,1,'8868 Sudan Loop',237-555-0193,20/08/2007,'2-5 Km.',Norte,62,0
25890,302,Chloe,Brown,15/09/1950,C,F,chloe38@mineriadedatos.com.ar,60000,2,'Estudios universitarios (en curso)',Profesional,1,1,'2944 Wren Ave',658-555-0137,19/08/2007,'10+ Km.',Norte,62,0
26358,160,Mason,Gonzalez,10/08/1926,S,M,mason29@mineriadedatos.com.ar,20000,2,'Educación secundaria',Obrero,0,1,'Hüttenstr 7005','500 555-0178',16/11/2007,'2-5 Km.',Centro,86,0
21320,609,Hannah,Coleman,21/04/1960,C,F,hannah29@mineriadedatos.com.ar,90000,4,'Educación secundaria',Profesional,1,2,'6104 Lakewood Court',160-555-0174,19/03/2008,'5-10 Km.',Norte,53,0
28936,21,Karla,Raje,22/12/1974,C,F,karla15@mineriadedatos.com.ar,80000,0,Licenciatura,Profesional,1,3,'6060 Sanford Street','500 555-0148',14/09/2007,'10+ Km.',Sur,38,0
14458,62,Jordan,Yang,04/06/1962,C,M,jordan23@mineriadedatos.com.ar,80000,5,'Estudios universitarios (en curso)',Profesional,1,2,'1544 Quiz Street',189-555-0188,18/01/2008,'0-1 Km.',Norte,50,0
23086,38,Tracy,Lal,09/09/1948,C,F,tracy7@mineriadedatos.com.ar,20000,2,'Educación secundaria (en curso)',Administrativo,1,2,'9830 Santa Ana Dr.','500 555-0175',25/09/2007,'5-10 Km.',Sur,64,0
23555,536,Andres,Chavez,21/08/1976,S,M,andres12@mineriadedatos.com.ar,40000,0,'Educación secundaria','Obrero especializado',1,2,'6898 Holiday Hills',234-555-0118,26/09/2007,'5-10 Km.',Norte,36,0
17473,609,Ebony,Blanco,07/07/1939,C,F,ebony37@mineriadedatos.com.ar,60000,3,'Estudios de postgrado',Gestión,0,2,'8882 Weatherly Way',136-555-0124,26/03/2008,'1-2 Km.',Norte,73,0
24141,199,Misty,Nath,21/09/1962,S,F,misty20@mineriadedatos.com.ar,10000,1,'Estudios de postgrado',Obrero,1,0,'344  rue de Bas Marin','500 555-0146',13/08/2007,'0-1 Km.',Centro,50,0
22835,144,Alan,Zhang,13/11/1947,C,M,alan28@mineriadedatos.com.ar,100000,4,'Educación secundaria (en curso)',Profesional,1,0,'Auf dem Ufer 164','500 555-0170',15/09/2007,'5-10 Km.',Centro,65,0
19578,17,Max,Rubio,14/08/1965,C,M,max19@mineriadedatos.com.ar,60000,3,Licenciatura,Profesional,1,1,'7874 Jones Lane','500 555-0149',05/01/2008,'2-5 Km.',Sur,47,0
17432,547,Mariah,Peterson,04/02/1961,C,F,mariah29@mineriadedatos.com.ar,90000,4,'Educación secundaria',Profesional,1,2,'9362 Akyn Rock Drive',651-555-0110,12/01/2008,'1-2 Km.',Norte,52,0
14445,352,Benjamin,Henderson,23/10/1965,C,M,benjamin6@mineriadedatos.com.ar,130000,1,'Estudios de postgrado',Gestión,1,4,'7588 Deerfield Dr',226-555-0146,08/10/2007,'0-1 Km.',Norte,47,0
16787,298,Nicole,Jackson,26/04/1946,S,F,nicole12@mineriadedatos.com.ar,70000,4,Licenciatura,Gestión,1,1,'3836 Mt. Davidson Court',660-555-0192,28/05/2008,'10+ Km.',Norte,67,0
12303,250,Kristi,Alvarez,16/04/1946,C,F,kristi1@mineriadedatos.com.ar,130000,4,'Estudios universitarios (en curso)',Profesional,1,4,'3322 Haven Hill Drive','500 555-0111',19/02/2008,'0-1 Km.',Centro,67,0
24895,2,Dalton,Henderson,10/11/1974,C,M,dalton50@mineriadedatos.com.ar,70000,0,Licenciatura,Profesional,0,4,'6751 East 25th St','500 555-0167',04/09/2007,'10+ Km.',Sur,38,0
27626,315,Connor,Hayes,01/09/1934,S,M,connor17@mineriadedatos.com.ar,90000,4,Licenciatura,Gestión,1,1,'1681 Lighthouse Way',468-555-0178,25/05/2008,'5-10 Km.',Norte,78,0
24839,123,Tamara,Goldberg,17/06/1956,S,F,tamara29@mineriadedatos.com.ar,120000,3,'Educación secundaria',Profesional,0,4,'Helsenbergbogen 99','500 555-0162',02/08/2007,'5-10 Km.',Centro,56,0
25044,385,Emma,Bailey,10/08/1975,S,F,emma33@mineriadedatos.com.ar,60000,0,'Estudios universitarios (en curso)','Obrero especializado',0,2,'3795 Tabora Drive',515-555-0135,21/11/2007,'5-10 Km.',Norte,37,0
23067,302,Kelli,Pal,04/02/1938,C,F,kelli35@mineriadedatos.com.ar,60000,3,'Estudios de postgrado',Gestión,1,2,'7450 Olivera Rd',957-555-0193,02/12/2007,'10+ Km.',Norte,75,0
15378,71,Devin,Ward,06/03/1963,C,M,devin70@mineriadedatos.com.ar,80000,4,'Estudios universitarios (en curso)',Profesional,1,2,'7983 Pinecrest Dr.',450-555-0162,26/08/2007,'2-5 Km.',Norte,50,0
26471,358,Edward,Perez,13/02/1942,C,M,edward14@mineriadedatos.com.ar,50000,4,Licenciatura,Gestión,1,2,'5724 Victory Lane',124-555-0115,29/02/2008,'10+ Km.',Norte,71,0
29089,301,Noah,Henderson,13/01/1980,S,M,noah1@mineriadedatos.com.ar,40000,0,Licenciatura,Profesional,1,2,'4067 Elm Road',490-555-0162,09/10/2007,'5-10 Km.',Norte,33,0
21362,39,Angel,Evans,20/09/1947,C,M,angel22@mineriadedatos.com.ar,30000,2,'Estudios universitarios (en curso)',Administrativo,0,2,'1524 Reva Dr.','500 555-0169',22/07/2008,'5-10 Km.',Sur,65,0
21286,300,Luke,Roy,03/09/1963,S,M,luke0@mineriadedatos.com.ar,100000,0,'Estudios universitarios (en curso)',Profesional,1,2,'8625 Woodcrest Drive',583-555-0100,18/05/2008,'5-10 Km.',Norte,49,0
14619,618,Nathaniel,Sanders,26/02/1963,C,M,nathaniel4@mineriadedatos.com.ar,60000,3,'Estudios de postgrado',Profesional,1,0,'1911 Pinecrest Dr.',891-555-0140,24/04/2008,'0-1 Km.',Norte,50,0
11228,316,Ashley,Jones,19/04/1951,C,F,ashley3@mineriadedatos.com.ar,60000,2,'Estudios universitarios (en curso)',Profesional,1,2,'7681 Willow Pass Road',996-555-0169,27/04/2008,'10+ Km.',Norte,62,0
18031,172,Shawna,Tang,12/01/1975,S,F,shawna4@mineriadedatos.com.ar,10000,0,'Educación secundaria (en curso)',Obrero,1,2,'Am Gallberg 67','500 555-0154',17/11/2007,'0-1 Km.',Centro,38,0
18583,634,Luis,Kumar,17/07/1969,S,M,luis28@mineriadedatos.com.ar,70000,5,'Estudios de postgrado',Profesional,1,2,'9507 MountainAire Drive',160-555-0157,12/08/2007,'2-5 Km.',Norte,43,0
18678,372,Sean,Watson,09/11/1959,S,M,sean7@mineriadedatos.com.ar,60000,4,'Estudios de postgrado','Obrero especializado',1,0,'4233 Bonita Ave.',347-555-0186,17/12/2007,'1-2 Km.',Norte,53,0
24767,644,Lauren,Jackson,10/03/1973,C,F,lauren30@mineriadedatos.com.ar,40000,1,'Estudios de postgrado','Obrero especializado',1,0,'537 Panoramic Avenue',144-555-0113,03/03/2008,'0-1 Km.',Norte,40,0
13569,127,Marcus,Hall,13/08/1968,S,M,marcus25@mineriadedatos.com.ar,10000,2,'Educación secundaria',Obrero,1,1,'Auf dem Ufer 164','500 555-0145',02/12/2007,'0-1 Km.',Centro,44,0
28404,156,Whitney,Raman,13/05/1964,C,F,whitney11@mineriadedatos.com.ar,30000,2,'Estudios universitarios (en curso)',Administrativo,1,2,'Königstr 38','500 555-0163',13/04/2008,'0-1 Km.',Centro,49,0
17500,40,Cesar,Lopez,17/04/1952,S,M,cesar16@mineriadedatos.com.ar,30000,3,'Educación secundaria','Obrero especializado',1,2,'1226 Canyon Creek Drive','500 555-0148',22/04/2008,'5-10 Km.',Sur,61,0
19573,23,Deanna,Rubio,14/11/1967,C,F,deanna47@mineriadedatos.com.ar,80000,5,'Estudios de postgrado',Gestión,0,3,'2935 Pine Creek Way','500 555-0129',27/06/2008,'0-1 Km.',Sur,45,0
16047,175,Taylor,Johnson,09/07/1957,C,F,taylor48@mineriadedatos.com.ar,10000,1,'Estudios universitarios (en curso)',Obrero,1,0,'Brunnenstr 64','500 555-0135',31/05/2008,'0-1 Km.',Centro,55,0
19825,311,Gilbert,Ferrier,13/02/1965,C,M,gilbert42@mineriadedatos.com.ar,120000,2,Licenciatura,Gestión,1,4,'3624 Garland Drive',345-555-0149,18/12/2007,'2-5 Km.',Norte,48,0
20355,548,Melanie,Gray,01/05/1954,S,F,melanie31@mineriadedatos.com.ar,80000,2,'Educación secundaria (en curso)','Obrero especializado',0,2,'6452 Harris Circle',717-555-0178,04/04/2008,'1-2 Km.',Norte,59,0
21612,548,Spencer,Foster,24/06/1967,S,M,spencer18@mineriadedatos.com.ar,40000,0,Licenciatura,Profesional,0,1,'1750 Morengo Ct.',775-555-0190,16/01/2008,'0-1 Km.',Norte,45,0
12467,196,Jennifer,Jones,07/04/1967,S,F,jennifer31@mineriadedatos.com.ar,20000,1,'Estudios universitarios (en curso)',Obrero,0,1,'2  place de la République','500 555-0197',23/10/2007,'0-1 Km.',Centro,46,0
12205,301,Madison,Long,02/10/1938,S,F,madison45@mineriadedatos.com.ar,130000,2,Licenciatura,Gestión,0,4,'4643 Elkwood Dr.',705-555-0113,28/04/2008,'0-1 Km.',Norte,74,0
15068,160,Jessica,Barnes,17/02/1970,S,F,jessica27@mineriadedatos.com.ar,20000,0,'Estudios universitarios (en curso)',Obrero,0,1,'Am Gallberg 2667','500 555-0123',06/11/2007,'2-5 Km.',Centro,43,0
23442,272,Todd,She,11/05/1973,S,M,todd20@mineriadedatos.com.ar,20000,0,'Educación secundaria (en curso)',Obrero,0,2,'5866 Harvard Court','500 555-0150',05/09/2007,'1-2 Km.',Centro,40,0
21881,21,Nicole,Lewis,16/10/1975,S,F,nicole21@mineriadedatos.com.ar,80000,0,Licenciatura,Profesional,0,3,'245 Blue Jay Drive','500 555-0199',21/03/2008,'10+ Km.',Sur,37,0
26721,299,Paula,Jimenez,20/09/1960,S,F,paula8@mineriadedatos.com.ar,100000,0,'Estudios universitarios (en curso)',Profesional,0,3,'920 Holiday Hills Drive',115-555-0146,15/02/2008,'1-2 Km.',Norte,52,0
23615,275,Kendra,Suarez,13/04/1945,C,F,kendra19@mineriadedatos.com.ar,160000,3,Licenciatura,Gestión,1,4,'1446 Partridge Dr','500 555-0149',03/04/2008,'0-1 Km.',Centro,68,0
12965,343,Cody,Bell,19/09/1961,C,M,cody14@mineriadedatos.com.ar,40000,4,'Educación secundaria','Obrero especializado',1,3,'89 Ancona Ct.',416-555-0119,08/08/2007,'10+ Km.',Norte,51,0
16233,335,Rebecca,King,25/03/1955,S,F,rebecca20@mineriadedatos.com.ar,80000,5,'Estudios de postgrado','Obrero especializado',1,0,'4973 Twinview Drive',695-555-0184,17/07/2008,'1-2 Km.',Norte,58,0
14943,176,Lindsay,Pal,12/08/1966,C,F,lindsay12@mineriadedatos.com.ar,30000,1,Licenciatura,Administrativo,1,1,'Alderstr 6246','500 555-0146',08/10/2007,'2-5 Km.',Centro,46,0
11352,222,Raymond,Rodriguez,07/03/1940,C,M,raymond20@mineriadedatos.com.ar,10000,2,'Estudios universitarios (en curso)',Obrero,1,1,'24  impasse Ste-Madeleine','500 555-0131',02/11/2007,'0-1 Km.',Centro,73,0
17385,66,Grace,Martinez,03/02/1971,C,F,grace17@mineriadedatos.com.ar,60000,1,'Estudios de postgrado','Obrero especializado',1,0,'7625 Veronica Ct.',200-555-0165,23/08/2007,'1-2 Km.',Norte,42,0
13187,322,Evan,Wright,17/08/1942,C,M,evan46@mineriadedatos.com.ar,110000,2,'Estudios de postgrado',Gestión,1,2,'8142 Ruth Drive',485-555-0179,01/11/2007,'5-10 Km.',Norte,70,0
19183,198,Edwin,Raje,08/02/1971,S,M,edwin36@mineriadedatos.com.ar,10000,0,'Educación secundaria (en curso)',Obrero,1,2,'86  rue Mazagran','500 555-0169',10/03/2008,'1-2 Km.',Centro,42,0
23055,547,Seth,Diaz,08/08/1960,C,M,seth70@mineriadedatos.com.ar,100000,0,'Estudios universitarios (en curso)',Profesional,1,0,'6111 Joan Ave.',420-555-0171,21/02/2008,'5-10 Km.',Norte,52,0
18889,627,Katelyn,Murphy,17/03/1977,S,F,katelyn14@mineriadedatos.com.ar,40000,0,'Estudios universitarios (en curso)','Obrero especializado',0,1,'1250 Sierra Ridge',714-555-0164,05/08/2007,'1-2 Km.',Norte,36,0
26556,539,Jeremy,Cooper,04/05/1976,C,M,jeremy38@mineriadedatos.com.ar,60000,0,'Estudios universitarios (en curso)','Obrero especializado',0,2,'2909 Woodland Dr.',869-555-0171,19/11/2007,'1-2 Km.',Norte,37,0
27115,536,Kristi,Navarro,18/05/1966,C,F,kristi5@mineriadedatos.com.ar,70000,5,'Estudios de postgrado',Profesional,1,0,'2373 Mt .whitney Way',251-555-0127,06/05/2008,'2-5 Km.',Norte,47,0
12545,229,Marc,Ruiz,04/03/1957,C,M,marc5@mineriadedatos.com.ar,10000,1,'Estudios universitarios (en curso)',Obrero,1,0,'9963 Sur','500 555-0142',28/01/2008,'0-1 Km.',Centro,56,0
18421,359,Megan,Morgan,16/08/1960,C,F,megan33@mineriadedatos.com.ar,170000,1,'Estudios de postgrado',Gestión,1,4,'3030 Blackburn Ct.',615-555-0141,28/04/2008,'0-1 Km.',Norte,52,0
17843,212,Kelli,Shan,01/03/1974,S,F,kelli33@mineriadedatos.com.ar,10000,0,'Educación secundaria (en curso)',Obrero,0,2,'70344  rue Surcouf','500 555-0138',30/10/2007,'0-1 Km.',Centro,39,0
29396,154,Arturo,Zeng,01/06/1934,C,M,arturo24@mineriadedatos.com.ar,30000,1,Licenciatura,'Obrero especializado',0,1,'Kurfürstenstr 5054','500 555-0188',07/11/2007,'0-1 Km.',Centro,78,0
25372,285,Carrie,Torres,06/11/1973,C,F,carrie11@mineriadedatos.com.ar,40000,1,'Estudios de postgrado','Obrero especializado',1,0,'4584 Hamiliton Ave.',565-555-0112,05/10/2007,'1-2 Km.',Norte,39,0
22584,211,Meagan,Lopez,05/04/1961,S,F,meagan16@mineriadedatos.com.ar,20000,1,'Estudios universitarios (en curso)',Obrero,1,0,'36  rue de Berri','500 555-0135',28/12/2007,'1-2 Km.',Centro,52,0
11574,274,Karla,Luo,17/07/1965,S,F,karla6@mineriadedatos.com.ar,20000,2,'Educación secundaria',Obrero,1,1,'7390 Discovery Bay','500 555-0139',16/09/2007,'0-1 Km.',Centro,47,0
28057,637,Rachel,Anderson,13/03/1952,C,F,rachel12@mineriadedatos.com.ar,70000,2,'Educación secundaria (en curso)','Obrero especializado',1,2,'6735 Alet Court',424-555-0194,26/09/2007,'10+ Km.',Norte,61,0
12951,552,Blake,Simmons,06/12/1963,S,M,blake63@mineriadedatos.com.ar,40000,0,Licenciatura,Profesional,0,1,'1680 I St.',639-555-0126,30/09/2007,'0-1 Km.',Norte,49,0
18320,68,Luis,Jai,05/04/1979,C,M,luis32@mineriadedatos.com.ar,30000,0,'Educación secundaria (en curso)',Administrativo,0,2,'2071 LindenTree Dr',893-555-0154,13/03/2008,'0-1 Km.',Norte,34,0
24896,27,Kendra,Ramos,07/04/1975,S,F,kendra17@mineriadedatos.com.ar,80000,0,Licenciatura,Profesional,1,3,'4927 Virgil Street','500 555-0176',21/05/2008,'10+ Km.',Sur,38,0
23194,314,Shelby,Cook,14/05/1965,C,F,shelby21@mineriadedatos.com.ar,50000,3,Licenciatura,'Obrero especializado',1,2,'8132 Twincreek Ct',415-555-0121,08/05/2008,'0-1 Km.',Norte,48,0
14401,548,Jose,Kumar,09/03/1949,C,M,jose22@mineriadedatos.com.ar,60000,2,'Estudios universitarios (en curso)',Profesional,0,2,'9896 White Dr',121-555-0117,23/11/2007,'2-5 Km.',Norte,64,0
27463,307,Rachel,Morgan,02/11/1979,S,F,rachel33@mineriadedatos.com.ar,40000,0,'Estudios universitarios (en curso)','Obrero especializado',0,1,'6199 Mcelroy',145-555-0150,12/09/2007,'1-2 Km.',Norte,33,0
16462,147,Marissa,Gonzales,17/04/1975,S,F,marissa14@mineriadedatos.com.ar,20000,0,'Educación secundaria (en curso)',Obrero,0,1,'Höhenstr 9449','500 555-0147',13/07/2008,'2-5 Km.',Centro,38,0
18291,36,Jennifer,Hill,11/02/1964,S,F,jennifer25@mineriadedatos.com.ar,70000,0,Licenciatura,Profesional,0,1,'5669 Iris Ct.','500 555-0164',22/12/2007,'5-10 Km.',Sur,49,0
25266,31,Kari,Suri,23/04/1939,S,F,kari2@mineriadedatos.com.ar,30000,2,'Estudios universitarios (en curso)',Administrativo,0,2,'6386 Holiday Hill Dr','500 555-0184',06/01/2008,'5-10 Km.',Sur,74,0
14784,263,Victor,Dominguez,05/12/1967,S,M,victor13@mineriadedatos.com.ar,30000,1,Licenciatura,Administrativo,0,0,'6819 Meadow Lane','500 555-0181',05/01/2008,'0-1 Km.',Centro,45,0
19392,262,Sergio,Kapoor,16/02/1978,S,M,sergio1@mineriadedatos.com.ar,30000,0,'Educación secundaria',Obrero,0,1,'Rt. 1546 Box A','500 555-0118',20/08/2007,'2-5 Km.',Centro,35,0
27720,25,Arturo,Wang,03/09/1960,C,M,arturo1@mineriadedatos.com.ar,70000,5,'Estudios universitarios (en curso)','Obrero especializado',1,3,'1707 Poor Ridge Court','500 555-0191',03/09/2007,'5-10 Km.',Sur,52,0
19107,536,Franklin,Liu,03/11/1964,C,M,franklin4@mineriadedatos.com.ar,80000,4,'Estudios universitarios (en curso)',Profesional,1,2,'9293 Detroit Ave.',348-555-0142,11/11/2007,'2-5 Km.',Norte,48,0
26554,301,Michael,Garcia,16/05/1977,S,M,michael48@mineriadedatos.com.ar,60000,0,'Estudios universitarios (en curso)','Obrero especializado',0,2,'9833 Mt. Dias Blv.',537-555-0134,04/05/2008,'1-2 Km.',Norte,36,0
23092,343,Gabrielle,Brooks,24/10/1977,S,F,gabrielle19@mineriadedatos.com.ar,70000,0,'Estudios universitarios (en curso)','Obrero especializado',0,2,'2342 Peachwillow',820-555-0158,27/12/2007,'0-1 Km.',Norte,35,0
22177,13,Meghan,Suarez,25/03/1953,C,F,meghan18@mineriadedatos.com.ar,40000,3,'Estudios universitarios (en curso)','Obrero especializado',0,2,'5236 Clayton Road','500 555-0185',14/01/2008,'1-2 Km.',Sur,60,0
16966,336,Amanda,Diaz,11/06/1967,C,F,amanda43@mineriadedatos.com.ar,40000,5,'Educación secundaria','Obrero especializado',0,3,'8083 Ridgewood Drive',931-555-0154,19/06/2008,'10+ Km.',Norte,45,0
13509,279,Lucas,Johnson,04/09/1937,C,M,lucas14@mineriadedatos.com.ar,30000,1,'Estudios de postgrado',Administrativo,1,0,'873 Wellington Avenue','500 555-0110',18/11/2007,'0-1 Km.',Centro,75,0
23787,299,Adrian,Ward,04/08/1954,S,M,adrian5@mineriadedatos.com.ar,30000,1,'Educación secundaria',Administrativo,0,1,'3243 Juniper Dr.',731-555-0128,26/09/2007,'5-10 Km.',Norte,58,0
15743,623,Chloe,Thompson,18/02/1942,C,F,chloe26@mineriadedatos.com.ar,120000,2,'Estudios de postgrado',Gestión,0,3,'3748 Moss Hollow Court',524-555-0119,27/05/2008,'5-10 Km.',Norte,71,0
22565,166,Brenda,Subram,12/02/1956,S,F,brenda16@mineriadedatos.com.ar,20000,1,Licenciatura,Administrativo,0,0,'Pflugstr 8525','500 555-0113',22/05/2008,'0-1 Km.',Centro,57,0
27677,612,Marissa,Powell,26/08/1951,C,F,marissa6@mineriadedatos.com.ar,40000,3,'Estudios universitarios (en curso)',Profesional,1,2,'4644 St. Andrews Way',833-555-0117,23/01/2008,'5-10 Km.',Norte,61,0
27337,273,Julia,Hall,15/09/1947,C,F,julia20@mineriadedatos.com.ar,150000,5,'Educación secundaria (en curso)',Profesional,1,4,'9995 Altura Drive','500 555-0124',29/02/2008,'0-1 Km.',Centro,65,0
21318,51,Devin,Richardson,04/04/1960,S,M,devin77@mineriadedatos.com.ar,80000,5,'Estudios universitarios (en curso)',Profesional,0,3,'4998 Prestwick Ave.',202-555-0149,31/03/2008,'1-2 Km.',Norte,53,0
23207,383,Dalton,Baker,13/07/1964,C,M,dalton32@mineriadedatos.com.ar,60000,4,Licenciatura,'Obrero especializado',1,3,'570 Guerrero',305-555-0198,08/02/2008,'10+ Km.',Norte,48,0
22184,334,Jeremy,Carter,27/07/1975,C,M,jeremy13@mineriadedatos.com.ar,60000,0,'Estudios universitarios (en curso)','Obrero especializado',1,2,'5985 Bouncing Road',809-555-0156,15/04/2008,'5-10 Km.',Norte,37,0
12406,119,Ross,Gutierrez,22/01/1970,S,M,ross29@mineriadedatos.com.ar,50000,0,'Estudios de postgrado','Obrero especializado',0,0,'Alte Landstr 29','500 555-0149',18/06/2008,'1-2 Km.',Centro,43,0
22347,383,Abigail,Long,17/02/1956,C,F,abigail34@mineriadedatos.com.ar,30000,2,'Educación secundaria','Obrero especializado',0,2,'5652 East View Place',697-555-0185,21/03/2008,'0-1 Km.',Norte,57,0
26273,612,Chelsea,Suri,19/03/1957,C,F,chelsea0@mineriadedatos.com.ar,20000,2,'Educación secundaria (en curso)',Administrativo,1,2,'8029 Golden Meadow Dr.',943-555-0139,01/01/2008,'1-2 Km.',Norte,56,0
25933,322,Dalton,Stewart,05/06/1977,S,M,dalton88@mineriadedatos.com.ar,60000,0,'Estudios universitarios (en curso)','Obrero especializado',0,2,'2269 Bynum Way',972-555-0138,29/02/2008,'1-2 Km.',Norte,35,0
21737,223,Timothy,Rivera,19/08/1962,S,M,timothy18@mineriadedatos.com.ar,10000,1,'Estudios de postgrado',Obrero,1,0,'4  quai de Grenelle','500 555-0197',06/05/2008,'0-1 Km.',Centro,50,0
19827,53,Justin,Smith,11/03/1964,C,M,justin32@mineriadedatos.com.ar,80000,4,Licenciatura,Gestión,1,0,'623 Davis Ave.',617-555-0179,03/02/2008,'0-1 Km.',Norte,49,0
16648,325,Rachel,Coleman,26/06/1942,C,F,rachel53@mineriadedatos.com.ar,130000,2,Licenciatura,Gestión,1,4,'5293 Juliet Court',696-555-0172,12/06/2008,'5-10 Km.',Norte,70,0
25533,153,Suzanne,Huang,02/07/1961,S,F,suzanne7@mineriadedatos.com.ar,10000,1,Licenciatura,Obrero,0,0,'Residenz Straße 4324','500 555-0111',30/01/2008,'0-1 Km.',Centro,51,0
28906,223,Steve,Xu,27/09/1951,C,M,steve15@mineriadedatos.com.ar,80000,4,'Educación secundaria',Profesional,1,2,'1211  rue des Ecoles','500 555-0115',16/04/2008,'10+ Km.',Centro,61,0
14208,239,Eugene,Xu,22/08/1947,S,M,eugene16@mineriadedatos.com.ar,120000,5,'Educación secundaria',Gestión,1,4,'1773 Lafayette Street','500 555-0154',09/08/2007,'10+ Km.',Centro,65,0
12295,216,Dwayne,Gomez,21/03/1945,S,M,dwayne1@mineriadedatos.com.ar,60000,3,'Educación secundaria (en curso)','Obrero especializado',1,4,'33  allée des Princes','500 555-0113',16/08/2007,'10+ Km.',Centro,68,0
14760,68,Zachary,Lewis,12/12/1958,C,M,zachary28@mineriadedatos.com.ar,80000,4,'Estudios de postgrado','Obrero especializado',1,0,'2483 Northridge Ct.',694-555-0116,07/12/2007,'1-2 Km.',Norte,54,0
16802,626,Lucas,Allen,12/07/1949,S,M,lucas39@mineriadedatos.com.ar,60000,2,'Estudios universitarios (en curso)',Profesional,1,2,'4422 Mariposa',158-555-0171,21/08/2007,'10+ Km.',Norte,63,0
22549,631,Isabel,Russell,19/07/1971,C,F,isabel19@mineriadedatos.com.ar,70000,1,'Estudios de postgrado','Obrero especializado',1,0,'9684 La Vista Avenue',687-555-0112,03/09/2007,'0-1 Km.',Norte,41,0
13179,66,Adrian,Sanchez,19/06/1942,C,M,adrian18@mineriadedatos.com.ar,80000,5,Licenciatura,Gestión,1,2,'7879 Oxford Pl.',487-555-0144,17/10/2007,'1-2 Km.',Norte,70,0
14729,298,Gloria,Rubio,08/07/1966,S,F,gloria21@mineriadedatos.com.ar,60000,0,'Estudios de postgrado','Obrero especializado',1,0,'5669 Ironwood Way',826-555-0199,14/01/2008,'0-1 Km.',Norte,46,0
21325,316,Angela,Hayes,10/07/1960,C,F,angela25@mineriadedatos.com.ar,120000,1,'Educación secundaria',Profesional,1,4,'8273 Glacier Drive',848-555-0112,26/10/2007,'2-5 Km.',Norte,52,0
