IdCiudad,Nombre,Apellido,FechaNacimiento,EstadoCivil,Genero,Email,IngresoAnual,TotalHijos,CantHijosEnCasa,Educacion,Ocupacion,Propietario,CantAutomoviles,Direccion,Telefono,Distancia,Region,Edad
642,Olivia,Flores,1959-06-24,S,F,olivia58@mineriadedatos.com.ar,70000,1,0,'Estudios de postgrado',Profesional,0,1,'7682 Alta Vista',980-555-0126,'0-1 Km.',Norte,53
314,Isabel,Diaz,1965-07-13,S,F,isabel20@mineriadedatos.com.ar,120000,2,2,Licenciatura,Gestión,0,4,'966 Houston Ct',460-555-0197,'1-2 Km.',Norte,47
155,Fernando,Perry,1971-09-18,C,M,fernando51@mineriadedatos.com.ar,10000,0,0,'Educación secundaria (en curso)',Obrero,0,2,'Wallstr 34','500 555-0116','0-1 Km.',Centro,41
208,Brandi,Ruiz,1961-01-09,C,F,brandi2@mineriadedatos.com.ar,20000,1,0,'Estudios de postgrado',Administrativo,1,0,'11  rue Saint Denis','500 555-0113','0-1 Km.',Centro,52
626,Katelyn,Hernandez,1933-09-20,C,F,katelyn42@mineriadedatos.com.ar,70000,4,0,'Estudios de postgrado',Gestión,1,2,'7496 Deerfield Dr.',249-555-0116,'5-10 Km.',Norte,79
8,Lacey,Sun,1972-02-24,S,F,lacey25@mineriadedatos.com.ar,80000,0,0,Licenciatura,Profesional,1,3,'2540 Waterview Place','500 555-0159','10+ Km.',Sur,41
71,Sara,King,1957-03-03,C,F,sara46@mineriadedatos.com.ar,30000,2,0,'Educación secundaria','Obrero especializado',0,2,'2270 Gill Dr.',428-555-0136,'0-1 Km.',Norte,56
29,Veronica,Gonzalez,1946-07-12,C,F,veronica20@mineriadedatos.com.ar,40000,2,0,Licenciatura,Gestión,1,2,'8518 Bayberry Dr.','500 555-0162','5-10 Km.',Sur,66
236,Brian,Sanchez,1963-10-15,C,M,brian29@mineriadedatos.com.ar,40000,1,0,Licenciatura,'Obrero especializado',1,0,'8290 N. 39th Street','500 555-0132','0-1 Km.',Centro,49
648,Chase,Brooks,1948-06-04,C,M,chase2@mineriadedatos.com.ar,60000,2,1,'Estudios universitarios (en curso)',Profesional,1,2,'9699 William Reed Dr.',402-555-0117,'10+ Km.',Norte,64
634,Taylor,Harris,1966-08-15,S,F,taylor61@mineriadedatos.com.ar,60000,0,0,'Estudios de postgrado','Obrero especializado',0,0,'6126 North Sixth Street',508-555-0146,'0-1 Km.',Norte,46
57,Caleb,Long,1973-09-10,C,M,caleb6@mineriadedatos.com.ar,60000,0,0,'Estudios universitarios (en curso)','Obrero especializado',1,2,'7023 Stallion Way',717-555-0162,'5-10 Km.',Norte,39
301,Dalton,Williams,1966-07-05,C,M,dalton2@mineriadedatos.com.ar,60000,0,0,'Estudios de postgrado',Profesional,1,0,'5525 Lilly Lane',960-555-0118,'0-1 Km.',Norte,46
383,Jeremiah,Green,1963-05-11,S,M,jeremiah18@mineriadedatos.com.ar,160000,1,1,Licenciatura,Gestión,0,4,'2 Fall Creek Road',939-555-0183,'0-1 Km.',Norte,50
336,Jessica,Long,1950-10-04,C,F,jessica34@mineriadedatos.com.ar,70000,4,2,'Estudios universitarios (en curso)',Profesional,0,1,'6566 Jamie Way',674-555-0195,'1-2 Km.',Norte,62
16,Carl,Chande,1958-08-04,C,M,carl14@mineriadedatos.com.ar,100000,1,1,Licenciatura,Gestión,1,3,'9901 East Lake Court','500 555-0115','2-5 Km.',Sur,54
339,Alexis,Martinez,1957-09-25,C,F,alexis14@mineriadedatos.com.ar,70000,2,0,'Educación secundaria (en curso)','Obrero especializado',1,2,'3783 Dartmouth Way',837-555-0194,'5-10 Km.',Norte,55
119,Leonard,She,1957-02-26,C,M,leonard1@mineriadedatos.com.ar,130000,2,4,'Estudios universitarios (en curso)',Profesional,1,2,'Am Gallberg 22','500 555-0172','0-1 Km.',Centro,56
635,Mary,Scott,1968-10-10,C,F,mary27@mineriadedatos.com.ar,100000,3,0,Licenciatura,Gestión,1,3,'8632 River Ash Court',199-555-0163,'1-2 Km.',Norte,44
265,Michele,Perez,1968-10-24,C,F,michele34@mineriadedatos.com.ar,40000,0,0,Licenciatura,Administrativo,1,0,'6939 Hilltop Dr.','500 555-0137','0-1 Km.',Centro,44
267,Jill,Travers,1948-09-19,C,F,jill19@mineriadedatos.com.ar,150000,4,5,'Educación secundaria',Gestión,1,4,'1723 Alvarado Dr','500 555-0152','10+ Km.',Centro,64
37,Diane,Romero,1969-10-09,C,F,diane14@mineriadedatos.com.ar,90000,2,0,Licenciatura,Profesional,1,0,'5070 Via Alta','500 555-0182','0-1 Km.',Sur,43
352,Destiny,Barnes,1957-11-13,C,F,destiny51@mineriadedatos.com.ar,20000,2,1,'Educación secundaria (en curso)',Administrativo,1,2,'2519 Gill Ct.',712-555-0114,'1-2 Km.',Norte,55
22,Hector,Gomez,1938-02-18,S,M,hector21@mineriadedatos.com.ar,30000,2,0,'Estudios universitarios (en curso)',Administrativo,1,2,'3788 Linden Lane','500 555-0116','5-10 Km.',Sur,75
22,Danny,Vazquez,1965-07-13,S,M,danny15@mineriadedatos.com.ar,70000,0,0,Licenciatura,Profesional,1,1,'9012 F St.','500 555-0183','5-10 Km.',Sur,47
5,Shawna,Shan,1976-06-09,S,F,shawna11@mineriadedatos.com.ar,10000,1,1,'Educación secundaria',Obrero,1,0,'4480 N. Lanky Lane','500 555-0170','2-5 Km.',Sur,36
243,Emma,Thompson,1968-02-08,C,F,emma14@mineriadedatos.com.ar,10000,2,2,'Educación secundaria',Obrero,0,1,'7473 Condor Dr.','500 555-0135','0-1 Km.',Centro,45
634,Marcus,Barnes,1953-08-24,C,M,marcus52@mineriadedatos.com.ar,30000,1,0,Licenciatura,'Obrero especializado',1,1,'7861 Silverado Dr.',890-555-0111,'1-2 Km.',Norte,59
536,Aaron,Sharma,1969-09-16,C,M,aaron30@mineriadedatos.com.ar,60000,1,0,'Estudios de postgrado',Profesional,1,0,'4073 Niagara Court',500-555-0177,'2-5 Km.',Norte,43
618,Logan,Walker,1963-05-18,C,M,logan56@mineriadedatos.com.ar,90000,0,0,'Estudios universitarios (en curso)',Profesional,1,1,'8245 Pinehurst Court',925-555-0129,'10+ Km.',Norte,50
160,Deborah,Chande,1949-11-07,S,F,deborah19@mineriadedatos.com.ar,120000,4,5,'Educación secundaria',Gestión,1,3,'Hunzinger Allee 675','500 555-0194','10+ Km.',Centro,63
312,Sebastian,Peterson,1972-09-11,C,M,sebastian6@mineriadedatos.com.ar,60000,1,0,'Estudios de postgrado',Profesional,1,0,'5342 Pacheco St.',339-555-0112,'0-1 Km.',Norte,40
369,Brooke,Murphy,1970-02-13,C,F,brooke13@mineriadedatos.com.ar,80000,2,0,'Estudios de postgrado',Profesional,1,0,'182 Perry Way',125-555-0164,'0-1 Km.',Norte,43
243,Savannah,Morris,1953-05-17,C,F,savannah17@mineriadedatos.com.ar,80000,4,2,'Estudios universitarios (en curso)',Profesional,0,1,'7650 Central Blvd','500 555-0193','2-5 Km.',Centro,60
210,Derrick,Vazquez,1964-05-05,S,M,derrick13@mineriadedatos.com.ar,30000,2,2,'Estudios universitarios (en curso)',Administrativo,1,2,'18  rue Henri Gagnon','500 555-0129','0-1 Km.',Centro,49
68,Nathan,Bryant,1944-02-07,C,M,nathan14@mineriadedatos.com.ar,40000,4,0,'Educación secundaria',Profesional,0,2,'7111 Stinson',161-555-0172,'1-2 Km.',Norte,69
316,Miranda,Alexander,1962-05-10,S,F,miranda19@mineriadedatos.com.ar,120000,1,3,'Estudios universitarios (en curso)',Profesional,1,4,'3740 Azalea Avenue',299-555-0161,'5-10 Km.',Norte,51
203,Margaret,Sun,1976-12-23,S,F,margaret19@mineriadedatos.com.ar,20000,0,0,'Educación secundaria',Obrero,0,1,'242  rue de Terre Neuve','500 555-0156','2-5 Km.',Centro,36
121,Seth,Perez,1962-09-19,S,M,seth39@mineriadedatos.com.ar,30000,1,0,'Estudios universitarios (en curso)',Administrativo,0,1,'Auf dem Ufer 424','500 555-0157','2-5 Km.',Centro,50
39,Alicia,She,1972-03-13,C,F,alicia0@mineriadedatos.com.ar,150000,0,5,'Educación secundaria (en curso)',Profesional,1,4,'9665 Geneva Ave.','500 555-0191','10+ Km.',Sur,41
248,Micheal,Rubio,1969-04-10,C,M,micheal17@mineriadedatos.com.ar,40000,0,0,'Estudios de postgrado','Obrero especializado',1,0,'360 Vista Way','500 555-0199','0-1 Km.',Centro,44
194,Ronnie,Hu,1956-02-16,S,M,ronnie17@mineriadedatos.com.ar,110000,2,4,'Estudios universitarios (en curso)',Profesional,1,4,'395  avenue de l´ Union Centrale','500 555-0137','5-10 Km.',Centro,57
155,Christopher,Miller,1980-03-14,S,M,christopher6@mineriadedatos.com.ar,20000,0,0,'Educación secundaria (en curso)',Obrero,0,2,'Buergermeister-ulrich-str 39','500 555-0116','1-2 Km.',Centro,33
372,Jordyn,Barnes,1976-03-10,S,F,jordyn2@mineriadedatos.com.ar,40000,0,0,'Estudios universitarios (en curso)','Obrero especializado',0,1,'2983 Yosemite Ct',211-555-0131,'1-2 Km.',Norte,37
26,Omar,Huang,1971-03-18,C,M,omar6@mineriadedatos.com.ar,100000,0,5,'Educación secundaria',Gestión,1,3,'6214 Terranova Drive','500 555-0198','10+ Km.',Sur,42
58,David,Brown,1974-09-13,S,M,david77@mineriadedatos.com.ar,40000,3,3,'Estudios universitarios (en curso)',Administrativo,0,2,'3883 Pheasant Ct.',355-555-0148,'0-1 Km.',Norte,38
8,Derek,Nara,1961-07-21,S,M,derek15@mineriadedatos.com.ar,60000,1,0,'Estudios universitarios (en curso)','Obrero especializado',1,1,'7144 Augustine Drive','500 555-0119','5-10 Km.',Sur,51
352,Marcus,Adams,1978-11-13,S,M,marcus34@mineriadedatos.com.ar,70000,0,0,'Estudios universitarios (en curso)','Obrero especializado',1,2,'9246 Westminster Pl',687-555-0170,'5-10 Km.',Norte,34
207,Holly,Chandra,1952-05-10,C,F,holly4@mineriadedatos.com.ar,10000,3,0,'Estudios universitarios (en curso)',Obrero,0,2,'16  rue de l´Avenir','500 555-0146','0-1 Km.',Centro,61
194,Janet,Serrano,1965-10-22,C,F,janet22@mineriadedatos.com.ar,30000,1,1,Licenciatura,'Obrero especializado',1,2,'6788 Edward Ave','500 555-0135','0-1 Km.',Centro,47
127,Tracy,Yuan,1979-09-07,S,F,tracy6@mineriadedatos.com.ar,20000,5,5,'Educación secundaria',Obrero,1,2,'Rehstr 1235','500 555-0188','0-1 Km.',Centro,33
616,Xavier,Watson,1951-02-12,C,M,xavier66@mineriadedatos.com.ar,40000,3,0,'Estudios universitarios (en curso)',Profesional,1,2,'1877 Minert Rd.',486-555-0141,'5-10 Km.',Norte,62
361,Amanda,Morgan,1956-03-04,C,F,amanda4@mineriadedatos.com.ar,40000,1,0,'Estudios universitarios (en curso)',Administrativo,1,1,'683 Larch Ct.',740-555-0139,'1-2 Km.',Norte,57
196,Carrie,Hernandez,1950-05-16,C,F,carrie3@mineriadedatos.com.ar,90000,4,1,'Educación secundaria',Gestión,0,3,'42  impasse Ste-Madeleine','500 555-0114','5-10 Km.',Centro,63
34,Willie,Chande,1967-12-15,S,M,willie34@mineriadedatos.com.ar,60000,2,2,Licenciatura,Profesional,1,1,'4998 Clayburn Road','500 555-0181','2-5 Km.',Sur,45
12,Colleen,Raji,1964-09-22,S,F,colleen44@mineriadedatos.com.ar,70000,0,0,Licenciatura,Profesional,0,1,'1525 Dumbarton St','500 555-0187','0-1 Km.',Sur,48
43,Lori,Sanz,1970-04-20,S,F,lori20@mineriadedatos.com.ar,60000,1,0,'Estudios de postgrado',Profesional,1,0,'7120 Panoramic Drive',371-555-0174,'2-5 Km.',Norte,43
359,Sara,Mitchell,1971-11-17,C,F,sara37@mineriadedatos.com.ar,60000,1,1,'Estudios de postgrado','Obrero especializado',1,0,'9024 Dumbarton Drive',537-555-0144,'0-1 Km.',Norte,41
623,Devin,Powell,1977-12-18,S,M,devin47@mineriadedatos.com.ar,40000,0,0,'Estudios universitarios (en curso)','Obrero especializado',1,1,'6920 Brook Hollow Ct.',397-555-0152,'5-10 Km.',Norte,35
219,Edwin,Kumar,1946-02-10,C,M,edwin30@mineriadedatos.com.ar,100000,2,3,Licenciatura,Gestión,1,4,'10  rue de l´Avenir','500 555-0135','10+ Km.',Centro,67
553,Alexandra,Lopez,1978-05-25,S,F,alexandra62@mineriadedatos.com.ar,30000,0,0,'Educación secundaria (en curso)',Administrativo,1,2,'2541 Waterview Place',142-555-0119,'5-10 Km.',Norte,34
374,Benjamin,Chen,1942-10-21,S,M,benjamin27@mineriadedatos.com.ar,50000,4,0,Licenciatura,Gestión,1,2,'5844 Miguel Drive',515-555-0145,'10+ Km.',Norte,70
239,Max,Suarez,1963-04-07,S,M,max17@mineriadedatos.com.ar,20000,3,3,'Educación secundaria',Obrero,1,2,'3535 Hillview Dr.','500 555-0117','0-1 Km.',Centro,50
312,Trisha,Ma,1980-08-20,S,F,trisha10@mineriadedatos.com.ar,20000,0,0,'Estudios universitarios (en curso)','Obrero especializado',0,2,'1660 Stonyhill Circle',845-555-0181,'1-2 Km.',Norte,32
611,Allen,Chandra,1980-08-12,C,M,allen2@mineriadedatos.com.ar,30000,0,0,'Educación secundaria','Obrero especializado',0,2,'1475 Doyle',467-555-0129,'0-1 Km.',Norte,32
634,David,Griffin,1970-12-06,C,M,david54@mineriadedatos.com.ar,70000,3,0,'Estudios de postgrado',Profesional,1,0,'8869 C Olivera Rd',954-555-0144,'2-5 Km.',Norte,42
314,Ian,Morris,1968-04-10,S,M,ian85@mineriadedatos.com.ar,80000,0,0,Licenciatura,Gestión,1,1,'2371 Deerfield Dr.',364-555-0127,'1-2 Km.',Norte,45
315,Ryan,Harris,1947-08-02,C,M,ryan36@mineriadedatos.com.ar,60000,2,1,Licenciatura,Gestión,1,0,'4654 Marina View Pkwy.',871-555-0199,'2-5 Km.',Norte,65
635,Lauren,Williams,1955-11-08,S,F,lauren20@mineriadedatos.com.ar,80000,5,0,'Estudios de postgrado','Obrero especializado',1,0,'7545 Stanford Way',150-555-0146,'1-2 Km.',Norte,57
336,Noah,Young,1943-02-19,C,M,noah44@mineriadedatos.com.ar,130000,2,3,Licenciatura,Gestión,1,4,'3867 Vista Way',672-555-0123,'0-1 Km.',Norte,70
7,Brandi,Hernandez,1971-06-15,S,F,brandi4@mineriadedatos.com.ar,100000,0,5,'Educación secundaria',Gestión,1,4,'1617 Cunningham Way','500 555-0187','10+ Km.',Sur,41
638,Jason,Li,1955-10-10,C,M,jason24@mineriadedatos.com.ar,40000,1,0,'Estudios universitarios (en curso)',Administrativo,1,1,'7527 Brook Way',952-555-0172,'0-1 Km.',Norte,57
69,Jasmine,Diaz,1969-09-06,C,F,jasmine61@mineriadedatos.com.ar,70000,5,0,'Estudios de postgrado',Profesional,1,0,'7427 Terra Catalina',253-555-0162,'0-1 Km.',Norte,43
58,Christian,Wilson,1970-10-02,C,M,christian37@mineriadedatos.com.ar,40000,1,1,Licenciatura,'Obrero especializado',1,1,'410 Cardinet Drive',202-555-0153,'2-5 Km.',Norte,42
40,Dennis,Xu,1958-03-14,C,M,dennis13@mineriadedatos.com.ar,80000,5,4,Licenciatura,Profesional,1,2,'9707 Daffodil Drive','500 555-0116','1-2 Km.',Sur,55
345,Destiny,Ross,1965-07-04,S,F,destiny52@mineriadedatos.com.ar,50000,3,3,Licenciatura,'Obrero especializado',1,2,'7178 Cancroft Road',907-555-0116,'2-5 Km.',Norte,47
302,Edwin,Xu,1956-11-19,C,M,edwin27@mineriadedatos.com.ar,70000,3,0,'Estudios universitarios (en curso)',Profesional,0,2,'3396 El Dorado Way',766-555-0140,'5-10 Km.',Norte,56
331,Charles,Reed,1957-05-15,C,M,charles68@mineriadedatos.com.ar,40000,1,0,'Estudios universitarios (en curso)',Administrativo,1,1,'7974 Seal Way',667-555-0141,'0-1 Km.',Norte,56
548,Michelle,Howard,1970-03-05,C,F,michelle12@mineriadedatos.com.ar,40000,1,1,Licenciatura,'Obrero especializado',1,1,'4440 Keywood Ct',665-555-0143,'0-1 Km.',Norte,43
198,Derek,Anand,1969-02-22,C,M,derek20@mineriadedatos.com.ar,30000,0,0,Licenciatura,Administrativo,1,0,'1680  boulevard du Montparnasse','500 555-0130','0-1 Km.',Centro,44
252,Frank,Serrano,1971-02-16,S,M,frank24@mineriadedatos.com.ar,30000,0,0,'Educación secundaria',Obrero,0,1,'6745 Salem St','500 555-0155','2-5 Km.',Centro,42
352,Lucas,Robinson,1977-02-04,S,M,lucas32@mineriadedatos.com.ar,70000,0,0,'Estudios universitarios (en curso)','Obrero especializado',1,2,'9589 Eastgate Avenue',178-555-0194,'5-10 Km.',Norte,36
322,Kevin,Parker,1948-12-08,C,M,kevin36@mineriadedatos.com.ar,60000,2,1,Licenciatura,Gestión,1,0,'7725 Cambelback Pl.',137-555-0117,'10+ Km.',Norte,64
310,Mariah,Morgan,1965-07-18,S,F,mariah38@mineriadedatos.com.ar,60000,0,0,'Estudios de postgrado',Profesional,0,1,'6713 Castle Rock',533-555-0186,'0-1 Km.',Norte,47
49,Hunter,Moore,1956-07-03,C,M,hunter67@mineriadedatos.com.ar,40000,1,0,'Estudios universitarios (en curso)',Administrativo,1,1,'4429 Deermeadow Way',179-555-0116,'0-1 Km.',Norte,56
33,Jared,Brooks,1961-03-19,C,M,jared3@mineriadedatos.com.ar,60000,1,0,'Estudios universitarios (en curso)','Obrero especializado',1,1,'2263 Terra Granada','500 555-0124','5-10 Km.',Sur,52
249,Jaclyn,Wu,1919-04-08,S,F,jaclyn7@mineriadedatos.com.ar,10000,3,0,Licenciatura,Administrativo,0,2,'1141 Panoramic Dr.','500 555-0133','0-1 Km.',Centro,94
241,Clarence,Yuan,1968-02-10,S,M,clarence21@mineriadedatos.com.ar,20000,1,1,'Estudios universitarios (en curso)',Obrero,0,0,'202 Southbrook Dr.','500 555-0168','0-1 Km.',Centro,45
548,Stephanie,Wood,1978-03-26,S,F,stephanie29@mineriadedatos.com.ar,40000,0,0,'Estudios universitarios (en curso)','Obrero especializado',0,1,'4619 Ricardo Drive',560-555-0193,'1-2 Km.',Norte,35
368,Devin,Hill,1963-02-04,C,M,devin27@mineriadedatos.com.ar,80000,4,3,Licenciatura,Gestión,1,0,'5560 Hanover St.',565-555-0115,'0-1 Km.',Norte,50
220,Dalton,Adams,1955-05-05,C,M,dalton31@mineriadedatos.com.ar,20000,1,0,Licenciatura,Administrativo,1,0,'3738  chaussée de Tournai','500 555-0111','0-1 Km.',Centro,58
171,Jerry,Nara,1964-09-20,S,M,jerry18@mineriadedatos.com.ar,20000,2,2,'Educación secundaria',Obrero,1,2,'Hüttenstr 7005','500 555-0190','0-1 Km.',Centro,48
222,Claudia,Ma,1963-04-13,S,F,claudia14@mineriadedatos.com.ar,30000,2,2,'Estudios universitarios (en curso)',Administrativo,1,0,'222  rue de Cambrai','500 555-0167','0-1 Km.',Centro,50
637,James,Brown,1945-09-13,C,M,james79@mineriadedatos.com.ar,60000,4,0,Licenciatura,Gestión,1,2,'673 Old Mountain View Dr.',725-555-0117,'2-5 Km.',Norte,67
269,Phillip,Sai,1969-08-01,C,M,phillip6@mineriadedatos.com.ar,50000,0,0,'Estudios de postgrado','Obrero especializado',0,0,'3141 Jalalon Place','500 555-0146','0-1 Km.',Centro,43
155,Troy,Mehta,1953-06-24,S,M,troy15@mineriadedatos.com.ar,10000,2,1,'Educación secundaria',Obrero,1,2,'Zur Lindung 1','500 555-0187','0-1 Km.',Centro,59
616,Jessica,Bryant,1966-01-02,C,F,jessica42@mineriadedatos.com.ar,60000,0,0,'Estudios de postgrado',Profesional,1,0,'8037 Fruitwood St.',319-555-0171,'2-5 Km.',Norte,47
25,Devon,Shen,1972-03-13,C,M,devon1@mineriadedatos.com.ar,90000,0,0,Licenciatura,Profesional,1,3,'3275 Corrinne Court','500 555-0132','10+ Km.',Sur,41
53,Julian,Flores,1968-09-09,S,M,julian14@mineriadedatos.com.ar,80000,0,0,Licenciatura,Gestión,1,1,'4194 Baywood Drive',494-555-0138,'1-2 Km.',Norte,44
626,Kayla,Griffin,1955-08-23,C,F,kayla45@mineriadedatos.com.ar,80000,3,2,'Estudios universitarios (en curso)',Profesional,1,1,'1026 Mt. Wilson Pl.',175-555-0156,'5-10 Km.',Norte,57
131,Eugene,Zheng,1975-12-07,S,M,eugene24@mineriadedatos.com.ar,30000,0,0,'Estudios universitarios (en curso)',Administrativo,0,1,'Welt Platz 1','500 555-0169','2-5 Km.',Centro,37
542,Christina,Morris,1976-08-22,C,F,christina17@mineriadedatos.com.ar,60000,0,0,'Estudios universitarios (en curso)',Profesional,1,2,'6680 Brookdale Dr.',193-555-0194,'5-10 Km.',Norte,36
33,Deborah,Kumar,1962-08-15,C,F,deborah12@mineriadedatos.com.ar,60000,1,0,Licenciatura,Profesional,1,1,'1798 Norfolk Rd','500 555-0164','0-1 Km.',Sur,50
13,Jason,Campbell,1973-11-02,C,M,jason36@mineriadedatos.com.ar,90000,0,0,Licenciatura,Profesional,1,3,'9371 Jacqueline Way','500 555-0124','10+ Km.',Sur,39
352,Evan,Sanchez,1969-06-08,C,M,evan19@mineriadedatos.com.ar,60000,1,0,'Estudios de postgrado',Profesional,1,0,'2950 Polaris Dr.',138-555-0163,'0-1 Km.',Norte,43
207,Elizabeth,Rodriguez,1957-06-06,C,F,elizabeth24@mineriadedatos.com.ar,100000,2,3,'Estudios universitarios (en curso)',Profesional,1,4,'2  rue des Bouchers','500 555-0195','5-10 Km.',Centro,55
23,Dawn,He,1978-11-20,C,F,dawn20@mineriadedatos.com.ar,20000,0,0,Licenciatura,Administrativo,1,0,'536 Beech Ct.','500 555-0125','0-1 Km.',Sur,34
18,Roger,Zhang,1972-09-12,C,M,roger5@mineriadedatos.com.ar,100000,0,5,'Educación secundaria',Gestión,1,2,'1715 Leed Court West','500 555-0132','10+ Km.',Sur,40
322,Eduardo,Bailey,1958-02-15,C,M,eduardo83@mineriadedatos.com.ar,40000,1,0,'Estudios universitarios (en curso)',Administrativo,1,1,'9457 Mendocino Dr.',617-555-0175,'1-2 Km.',Norte,55
226,Wayne,Jai,1955-08-26,C,M,wayne13@mineriadedatos.com.ar,90000,2,1,'Educación secundaria',Profesional,1,2,'225  rue Marbeuf','500 555-0151','10+ Km.',Centro,57
302,Tiffany,Huang,1972-03-09,C,F,tiffany6@mineriadedatos.com.ar,50000,0,0,'Estudios de postgrado','Obrero especializado',1,0,'2807 10th Avenue',502-555-0169,'1-2 Km.',Norte,41
59,Jeremiah,Hayes,1954-10-09,C,M,jeremiah38@mineriadedatos.com.ar,20000,3,0,'Educación secundaria (en curso)',Obrero,0,2,'8852 Lacorso Dr.',547-555-0143,'1-2 Km.',Norte,58
641,Victoria,Jenkins,1969-07-15,S,F,victoria54@mineriadedatos.com.ar,70000,5,5,'Estudios de postgrado',Profesional,1,2,'3968 Bonifacio',593-555-0160,'2-5 Km.',Norte,43
361,Jesse,Morris,1930-12-17,S,M,jesse19@mineriadedatos.com.ar,70000,5,0,'Estudios de postgrado','Obrero especializado',1,0,'5108 Heights Avenue',585-555-0160,'1-2 Km.',Norte,82
314,Haley,Perry,1978-05-20,S,F,haley26@mineriadedatos.com.ar,60000,0,0,'Estudios universitarios (en curso)','Obrero especializado',0,2,'59 Lakewood Court',948-555-0113,'1-2 Km.',Norte,35
38,Derek,Shan,1955-04-18,S,M,derek9@mineriadedatos.com.ar,80000,2,0,'Educación secundaria','Obrero especializado',0,2,'7168 Belmont','500 555-0148','1-2 Km.',Sur,58
269,Arianna,Bennett,1971-07-26,S,F,arianna1@mineriadedatos.com.ar,10000,0,0,'Educación secundaria (en curso)',Obrero,0,2,'3228 Pembroke Dr','500 555-0151','0-1 Km.',Centro,41
302,Drew,Kumar,1954-10-09,C,M,drew8@mineriadedatos.com.ar,30000,1,0,'Educación secundaria',Administrativo,1,1,'8852 Lacorso Dr.',776-555-0195,'5-10 Km.',Norte,58
545,Charles,Miller,1949-11-07,S,M,charles9@mineriadedatos.com.ar,60000,2,1,'Estudios universitarios (en curso)',Profesional,1,2,'2719 Little Dr',389-555-0115,'10+ Km.',Norte,63
223,Chelsea,Madan,1970-08-28,C,F,chelsea8@mineriadedatos.com.ar,30000,0,0,Licenciatura,Administrativo,1,0,'115  quai Paul Doumer','500 555-0186','0-1 Km.',Centro,42
177,Alejandro,Zeng,1951-04-03,C,M,alejandro25@mineriadedatos.com.ar,110000,4,5,'Estudios universitarios (en curso)',Profesional,1,2,'Parkstr 4841','500 555-0124','10+ Km.',Centro,62
329,Luis,Gonzalez,1939-02-12,C,M,luis41@mineriadedatos.com.ar,60000,3,0,'Estudios de postgrado',Gestión,0,2,'3354 Roan Lane',857-555-0157,'1-2 Km.',Norte,74
609,Jacob,Rodriguez,1947-10-07,C,M,jacob16@mineriadedatos.com.ar,70000,4,1,Licenciatura,Gestión,1,1,'1873 Lyon Circle',815-555-0188,'10+ Km.',Norte,65
335,Morgan,Washington,1964-04-19,S,F,morgan83@mineriadedatos.com.ar,60000,4,2,Licenciatura,'Obrero especializado',0,2,'4469 Dellwood Court',668-555-0151,'0-1 Km.',Norte,49
626,Brittany,Diaz,1965-10-21,C,F,brittany20@mineriadedatos.com.ar,80000,3,3,Licenciatura,'Obrero especializado',1,2,'2973 Tanager Road',753-555-0176,'2-5 Km.',Norte,47
335,Megan,Kelly,1972-05-12,S,F,megan48@mineriadedatos.com.ar,70000,1,0,'Estudios de postgrado',Profesional,0,0,'9906 Oak Grove Road',119-555-0176,'0-1 Km.',Norte,41
3,Meredith,Romero,1979-05-23,S,F,meredith32@mineriadedatos.com.ar,10000,0,0,'Estudios universitarios (en curso)',Obrero,1,1,'8335 West Hookston Road','500 555-0187','2-5 Km.',Sur,33
542,Alyssa,Davis,1951-11-13,S,F,alyssa4@mineriadedatos.com.ar,70000,2,1,'Educación secundaria',Profesional,1,2,'711 Sweetwater Drive',178-555-0113,'10+ Km.',Norte,61
155,Jack,Campbell,1955-03-24,C,M,jack42@mineriadedatos.com.ar,10000,2,0,'Estudios universitarios (en curso)',Obrero,1,0,'Erlenweg 5194','500 555-0113','1-2 Km.',Centro,58
329,Isabel,Ross,1947-06-09,S,F,isabel4@mineriadedatos.com.ar,40000,4,0,'Educación secundaria',Profesional,0,2,'5370 Belmont Rd',555-555-0166,'1-2 Km.',Norte,65
54,Kaitlyn,Garcia,1969-09-22,S,F,kaitlyn39@mineriadedatos.com.ar,60000,1,0,'Estudios de postgrado',Profesional,0,0,'589 Ashwood Dr.',469-555-0180,'0-1 Km.',Norte,43
144,Donald,Mehta,1972-10-19,S,M,donald15@mineriadedatos.com.ar,20000,0,0,'Educación secundaria (en curso)',Obrero,1,2,'Celler Weg 45','500 555-0174','1-2 Km.',Centro,40
301,Cindy,Sanchez,1961-09-16,C,F,cindy19@mineriadedatos.com.ar,110000,1,3,Licenciatura,Gestión,1,3,'7062 Starflower Drive',198-555-0118,'2-5 Km.',Norte,51
238,Megan,Stewart,1954-04-15,C,F,megan27@mineriadedatos.com.ar,80000,4,2,'Estudios universitarios (en curso)',Profesional,0,1,'8192 Seagull Court','500 555-0116','2-5 Km.',Centro,59
40,Rafael,She,1980-07-08,C,M,rafael23@mineriadedatos.com.ar,10000,0,0,'Estudios universitarios (en curso)',Obrero,1,1,'5931 San Carlos','500 555-0115','2-5 Km.',Sur,32
69,Marcus,Stewart,1964-08-05,S,M,marcus96@mineriadedatos.com.ar,80000,4,3,'Estudios universitarios (en curso)',Profesional,1,1,'4900 La Salle St.',233-555-0162,'2-5 Km.',Norte,48
